Original,Mapped
b_MID6,siZinCYV
b_MID7,iaYWjlad
b_MID8,NBucSdDa
b_MID9,vCDxBaqZ
b_P1com1,kFoZPlgG
b_P1com2,rWgKXYuo
b_P1reset1,SKzFDHqp
b_P1reset2,mqettJOm
b_RSV1,MfTkfvOD
b_SPD3,DCbTvpMZ
b_SPD4,wNewEDGC
backReturnPageNum,qnJdwpYt
back_ac_state,awrfMTSI
batSOCcnt,dHqUOIat
batSinglecnt,OiHUFtMU
batTempcnt,heNOltnV
bcd_time_to_timestring,JUvRpAin
bclChargerMode,VDmSfsNy
bclCurrentDemand,cEDXvQlH
bclData,gsEKMdat
bclVoltageDemand,aqKeBNRK
bcl_data_handle,dwJDdftE
bcl_data_handle_gb2015,kpztWNiY
bcl_data_handle_pt,qXgsChki
bcl_timeout,kVZRehHl
bcl_value,ObaAdlqC
bcl_value_max,KXyvslyh
bclcurr_bak,zxtVBrOk
bclvoltagecnt,NZZJCmtR
bcmData,wYrLFgss
bcm_data_handle_check,LYepnXWa
bcontactorStatus,JxfekQrQ
bcpBattery,ATcNeRym
bcpBatteryTotalEnergy,FwLByVrJ
bcpCurBatteryVoltage,VTGaYcsr
bcpData,eFPDBmfv
bcpMaxChargerCurrent,WIzIaeUA
bcpMaxChargerTemperature,jgHDfjJH
bcpMaxChargerVoltage,iniobNpg
bcpSingleMaxVol,FFzCRgxL
bcpStartSoc,vmktCpCP
bcp_data_handle,RUjOxyBf
bcp_data_handle_gb2015,hieeWAvD
bcp_data_handle_pt,eONMvfSp
bcp_e_allow,uUcTaLQx
bcp_i_allow,xNLjcjFh
bcp_soc,mbdBGZWC
bcp_t_allow,ZQdbJHRQ
bcp_v_allow,zLDGuffB
bcp_v_single_allow,WrUTkiwr
bcp_vabs,IJTBlWEn
bcp_vabs2,StMBcpsQ
bcplimit,iWNkklIy
bcsChargerLeftTime,feFoefDI
bcsChargerMeasureCurrent,gKXjutUe
bcsChargerMeasureVoltage,kPYhfFHr
bcsCurSoc,zvgKLlyZ
bcsData,GOwUzbTQ
bcsSingleInfo,gDXBtISW
bcs_data_handle,JJzRacUP
bcs_data_handle_gb2015,XiSexuEY
bcs_data_handle_pt,AHlXOBTo
bcs_max_single_group,SFWAXWQF
bcs_max_single_vol,IKXoywEj
bcs_sigv,SPhCZwgr
bcs_soc,UmbOmivm
bemByte1,FcdqlCNF
bemByte2,GOycdWWx
bemByte3,jdzdIWui
bemByte4,YgxcpysH
bemData,YNzSTeuW
bem_data_handle,OKpDzqwT
bembyte1,sXXTrzne
bembyte2,rKfAGzhZ
bembyte3,BFRQIOLI
bembyte4,DVNhHYyj
bepom2,zgmykbVR
bhmData,PdgjxbAZ
bhmMaxChargerVol,WWXSfpWW
bit10_1F,fiujCXGC
bit1_F,Uwsgdygb
bmsAuxVoltage12V,MLPTcIhk
bmsAuxVoltage24V,FPJQmfXb
bmsBeginMeter,hTpaOaGT
bmsComFrame,wUDaxKla
bmsComInternalData,oNBMtScS
bmsData,dHgDOxIb
bmsDevice,wjltAdPE
bmsDisableChargerStarTime,ZnkJRnaE
bmsEndMeter,oSNLWXKe
bmsExternData,BUQlPGqX
bmsFansEn,mdGoFsyg
bmsGunContactEn,uwvyycsX
bmsLoardInContactEn,iZgAQttN
bmsLoardOutContactEn,ReqUbnLN
bmsMeter,PftAYeZk
bmsModeOn,OxgVMcOg
bmsStopCause,pgqvsjVq
bmsStopCause2015First,uuWTKPrC
bmsType,HRSwfqIB
bmsVolt,xqunjPwI
bms_batteryVoltage_check,LvmtJkdq
bms_can2_error_judge,UyRHAoMz
bms_charger_data_multing,HmmbWngO
bms_charger_over_frame_handle,QVDkeYOt
bms_charger_over_stage,QzEMBzGn
bms_charger_scheduler,auhyURxM
bms_charger_start,OffOwrUD
bms_charger_state,MevYKYay
bms_charger_stop,LZXbrVMZ
bms_charging_stage,DArtUoQo
bms_config_stage,gaUDBYUZ
bms_data_clear,gSNdZIpl
bms_device_charger_handle,iHjrPzhl
bms_device_init,pFdLRyUq
bms_extern_charger_stop_cst_fill,fqqyuEXr
bms_extern_charger_stop_cst_fill_Pt,oaLMddGe
bms_extern_charger_stop_cst_fill_gb,jFYPXmlR
bms_handshake_stage,oUGTTAZM
bms_infos,gtuTJTYv
bms_internal_1ms_decrement_task,aMexALKe
bms_internal_charger_stop_cst_fill,ZMhLXtYw
bms_internal_handle_init,ktLtjRvf
bms_internal_handle_start_charger_init,GGFLAwKh
bms_internal_handle_task_1ms,siBXjZRr
bms_new_handle,yrmLYbVp
bms_one_start_charger_init,Hzxiisvx
bms_power_data_save,KlZXvzNE
bms_power_in_data,gsjLGraG
bms_protection_handle,moTRkMXf
bms_record_data_save,HZAaBgoo
bms_record_end,fUhpmqBr
bms_record_fifo_clear,RldznitA
bms_record_fifo_len,sTygjFhN
bms_record_fifo_out,yczYyqJw
bms_record_in_data,CxgQUCyC
bms_record_init,pFySbTPk
bms_record_process,JlHpdrru
bms_record_process_init,dBJUZzCy
bms_send_frame,kvZWHtsY
bms_start_charger_init,haiwAMsz
bms_task_handle,VtFFHqbn
bms_type,DCimNOYH
bms_type_judge,QUgnKfJd
bms_voltage,fjdKJGNk
bms_wait_stage,dlBBtRKM
bmsax_task_handle,HddaeYtq
bmscomcnt,sPqyChkU
bmsctrl,sZEHrfKE
bmspower_check,oYezOlsF
bmspowerfifodata,YqTVyVtg
bmsrecordfifodata,LIAufNwl
bmsvol,Cudyawxo
bmsvolc,pybEYzTO
bmt_data_handle,RJFiNojC
bmt_len,xlaCwtnY
bmv_data_handle,GCLgwoJS
bmv_len,uiQDCvYt
board_end,NsKujPnz
board_main,bQKSxXnp
bresv1,LSsNwuRR
bresv2,KLZCQCEO
brmBatteryCapacity,VadViyel
brmBatteryChargeCycles,UlphGGaP
brmBatteryDateDay,QHjhXSFA
brmBatteryDateMonth,pjLOBDZX
brmBatteryDateYear,aGYtOHSD
brmBatteryProperty,KHJWBCve
brmBatteryTotalVol,ajlWaDlU
brmBatteryType,STxUczGn
brmData,IrwxYqFL
brm_data_handle,oyXxScdC
brm_type,pVKZVYrm
brm_vin_check,cjojhXvl
brmbatteryNum,xQZAyXTm
brmpropertuRightFlag,IummykCN
brmvin_check,LfGFjDti
broData,gWgqNrSm
broReadyState,JoiGcDTe
bro_data_handle,sXUKllaR
bro_data_handle_gb2015,JXNqXjDk
bro_data_handle_pt,xoNhnQYV
bsdData,ovIvYZtK
bsdMaxSingleVol,UforRqST
bsdMaxTemp,HvLBQhha
bsdMinSingleVol,fIEPeAGm
bsdMinTemp,GpoeSWYR
bsdSoc,TunlajGO
bsd_data_handle,nbcdJDyE
bsingle_battle_num,HloRPSnL
bsingle_battle_vol_100x,hfIoDodX
bsmBatteyState,vGbUdCoA
bsmByte7,uikxCHOo
bsmData,aDbzRKdd
bsmMaxSingleVolGroup,GszMjqWo
bsmMaxTemperature,QYRjhBQh
bsmMaxTemperatureGroup,DqdZHuuB
bsmMinTemperature,VGvLTULy
bsmMinTemperatureGroup,SpDjaGXJ
bsmPausecnt,eFBOKijG
bsmStopTimeCnt,KzlFbhCz
bsm_data_handle,pkssHSFP
bsm_data_handle_gb2015,FcdXYwxR
bsm_data_handle_pt,bLSCTmhD
bsm_max_temp,xjtzSAYs
bsm_maxt,UTCSCDpL
bsmvol,DbvUeIIq
bstData,QFEfLfJD
bst_data_handle,ZgRbtJfy
bststopcause,RTAeaRPt
bststoperror,ZvLOvCjM
bststopfault,fbYWBvhi
buffer,voQJqRrp
bufferNum,fVtCEcpE
bvmData,OzIVLzMb
bvtData,rACvrnpe
byCRCHi,OLsWxKEX
byCRCLo,JDyJmlxg
bytenum,fyCiYjxg
bytesread,jSoDMAdE
cProcess,YpjndAYi
c_limit,PVuCNZVg
calcCRC16,xWkYAlHs
can1List,HyYwKAbQ
can1_recv,OSeyXtty
can1_send,VdiYSIKr
can2List,yBGkBcQC
can2_default_com,cVqNIwar
can2_recv,FsKnbkrV
can2_reinit,YDrxFVnQ
can2_send,ZQCBnOHF
can3List,drEzXarF
can3_recv,yIsbOpTk
can3_send,KAcukozw
can3comcnt,oJBWDHXf
canHandlerData,ipTGMrml
canHanle,WLUfGfet
canList_BMS,xSqnmrBa
canListusb,YMZDBCze
canLongFrame,tCukJmrt
canLongFrame2,xpnBulgZ
canRxList,wjSaOmVo
canRxPacket,UaeUWWWB
canTxList,DaiJJvPr
canTxPacket,dGaIrMyH
can_rx_data_in_queue,XzykDVBR
can_rx_data_is_full,XstkNxoT
can_rx_data_length,zMuWMXBN
can_rx_data_out_queue,xKViwkbx
can_sys,bsbePASj
can_tx_data_in_queue,rWgXYEQU
can_tx_data_is_full,sLBtLdah
can_tx_data_length,AMyxdJVJ
can_tx_data_out_queue,gVFklfxu
can_tx_rx_data_list_init,HHUDVWhK
can_tx_rx_list_init,ttChEfiP
canhandle_PtxGb_frame_handle,DtmNctfe
canhandle_check_id_addr,GQRlQPRG
canhandle_check_recv_statue,kFaFXSmk
canhandle_exframe_accpet,xFxXLiFp
canhandle_exframe_handle,xxREKoFp
canhandle_exframe_recv,RxmZgAxE
canhandle_exframe_recv_end,mXHiyYRp
canhandle_gb2015_frame_handle,aAzUaaNg
canhandle_init,FohzlBSA
canhandle_recv_init,bleDVYGP
canhandle_task_1ms,KcncIjEJ
canhandler_gb2015_headframe_check,CGFMFxtY
canhandler_gb2015_long_frame,NqVwbOwk
canhandler_gb_unimportant_long_frame,MPLBCVwd
canhandler_szpt_long_frame,KxNwvYpQ
cardReadErrorCnt,okusohBn
cardState,AJgvlMji
cardStateLast,vcDgrude
cc1State,fIIpHVXf
cc1StateStableCount,DFCczQRs
cc1bak,wnpjCxxa
cem1fType,uuwGZSov
cem22ErrorCnt,vhliQOzP
cemFrameSendData,GGYqRMrx
cemType,CMoPrlpa
chState,rAVAApHi
changecheck,cQJUUDTU
chaochong_modvol,glzJyZLR
charg_alarm_add,DksnByfJ
charg_alarm_change,rPaJsKcV
charg_alarm_del,sMFLoLEE
chargeDiscnt,OfNmzSdk
chargeTaskInit,OKUTkwfG
chargeTaskMain,WFYoJvwv
charge_charging_stage_local,JOeyRglL
charge_energy_back,zwaDiRTh
charge_err_1003_loacl,dqaivbiK
charge_err_1005_loacl,oDzhHRat
charge_err_1006_loacl,qjWvutaN
charge_err_1007_loacl,mvYppSYF
charge_err_1008_loacl,qqJkgLZq
charge_err_1009_loacl,QnwBNWev
charge_err_1010_loacl,Jcnustpf
charge_err_1012_local,zptaYkMk
charge_err_1013_local,PaTbASSJ
charge_err_1015_local,nkGBcbTU
charge_err_1016_local,fdgVXzEv
charge_err_1017_local,iQyerYaK
charge_err_1018_local,VOGzfUGi
charge_gunlock_logic_handle,ZbUeKjWi
charge_limit_power_handle,jbjhrZpe
charge_logic_off,kblullBd
charge_off_clear,TpRnVuzl
charge_record_add,ssiUWhYB
charge_record_modify,aZOaCHwZ
charge_voltage_current_deal,xPNIKnfV
chargerBeginMeter,YOwvGjKN
chargerCnt,tAyLvtKT
chargerDevice,pNsMnTxo
chargerEndMeter,FXLbGGtM
chargerEndPower,ZqQQrhIK
chargerEndTime,AKCekxic
chargerEnergy,AxaIOsVV
chargerFee,pQZOrZoe
chargerIndex,JNXkOVUy
chargerMaxOutputCur,LhSKqBMO
chargerMaxOutputVol,ybEyxHRT
chargerMegg,JwQsVtyY
chargerMeter,McdsyOex
chargerMinOutputVol,qGcArLoC
chargerPower,SnWgDlFw
chargerRecord,QxAXHeJl
chargerRecordHeadInfo,zbarLVxT
chargerRecordNum,hXhLPkYu
chargerRecord_ex,ifrBblyo
chargerStartPower,hQDktVSh
chargerStartTime,RLCbaLST
chargerState,VBDvvmUR
chargerStatebak,nHRqjPDI
chargerStopCause,WHAQGZqD
chargerStopReason,dnZwjMfJ
chargerTime,kclOXjhJ
chargerTimeSecondCnt,ZKqgoTLb
charger_1ms_task_handle,qzsKohdD
charger_1s_task_handle,UTTdVxhd
charger_5s_task_handle,BVpLClFI
charger_data_handle,XyAhAqft
charger_logic_handle,XVAYFOLS
charger_output_handle,hSEoVyYU
charger_record_delete,EOHJyHSa
charger_record_energy_abs_judge,KJxoXTzg
charger_record_energy_handle,qbqsKQWv
charger_record_init,LWKDXxUB
charger_record_page,WEAuVXVM
charger_record_pageAddress,IPiDgVqP
charger_record_save,YWrJNdnR
charger_record_stopmegg,nIwPcrJT
charger_record_time_handle,EiKGWTCY
charger_start_condition_judge,urUQqira
charger_state_common,EGuZpNFi
charger_state_logic_gb2015,yuixNIdY
charger_state_logic_local,CgrpvitF
charger_step_handle,pQSTwwaI
charger_sys_bms_data_contact,HNKsPvsX
charger_tick_handle,fSvHewsx
chargerecordpage,RyVOThxh
chargerecordpage_total,eSFFnWek
chargering_start_init,NSAUtQKe
chargetask_debug,gsUtGLBY
charging,wybykTlc
checkVinValidStr,xquYDrgg
check_list_update_nums,mVJFxNSg
check_record_add,wLbVQUba
check_states,fDmTpZHV
check_sum,fLGgQKiA
check_time_range,NMxeKPcC
check_time_update_sec,nRBVfKhB
checkcnt,KVWKBctQ
checkenflag,MmJCEYPT
checkflag,yLOvklHS
checkpara,cdbNFbkC
checkprocess,VTQAIbfc
checkrstflag,hyNkgnJh
checktimes,fIwJYcCM
chgState,uPoLIrWn
chgStopCause,UVfQOLTj
clear_tick_counter_seconds,MtcswyBm
cmdDelayPara,lCMQODrA
cmdDelayType,oLTJAyLt
cmdLen,QcwYgNVZ
cmd_name,TqKeYJae
cnt_change_until_threshold,QTQRptos
cnt_cycle,rhxpIJAK
cnt_delay,TvVmtnOm
comFlag,rvkNAGvy
comTime100ms,yxHOUOiB
com_charge_data,NsGjZljh
com_data_deal,RKKjgTRt
com_data_init,tWyrtQaT
com_mod_data,UnstBIXj
com_other_data,mxQptukb
com_sys_data,ioZjmGKh
configBmsAx,eUQOJfOj
cont_b,oWRtHoMq
cont_c,OpAquQic
controlCmd,hMLRLLix
counters2,GbZfBFmF
couters,KrztcOtP
csd1DSendCnt,ltWTQJhO
cstFaultFlag,aGRfiAaF
cstIndex,IKSNuDxt
cstValue,QWDNvepa
curChargerOutputCur,FSvLKbws
curChargerOutputVol,uYdddaTA
curLevel,vAznkxOv
curPage,xJBvWMoI
curPageNum,VWdeVAcW
curPageResidenceTime,unaFAyxj
curTime,UGOGyaxK
cur_stop,ounrrUqw
current,sDZYCXpw
current_total,wWyNFrlz
currlimit_guntemp,cNOnfmxZ
dataDef,NPnVfXqT
dataLen,RDfpMFwA
dataStartIndex,WnnGZCvx
datanum,JlqCjvhh
date_hms_ms,YLuSGoZN
dcContCutcnt,cLBhyPiz
dccont_c,MVWmFysZ
dccont_n,odwUiUvu
dccont_n_1,pKLYwCuf
dccont_n_2,ORSFPvVe
dccont_p,REOwAJfw
dccont_p_1,DfbzQxmy
dccont_p_2,AOsBnXUN
debug1IOcnt,KMihaBNB
dec_charge_record_upload_num,DEmmnuwS
delay_1ms,qOuyfeOT
deviceaddr,uqsiUYDg
devicestate,vHOEtIEj
devicetype,JZcaZWhM
difference_value,GfbZrWSB
dischargecnt,pGWpNifX
display,AMiKjaJA
displayDevice,njARwEht
displayDeviceManager,KHvATaAd
display_device_handle,RJuJLNlv
display_device_manager_init,FIbtGhDR
dlt645Data,JEXvmnOD
dlt645Megg,JYnvbtLS
dlt645_2007_com_handle,VLfoetjS
dlt645_2007_frame_init,srjLHDpl
dlt645_2007_frame_parse,FYxPzBej
dlt645_2007_get_meter_addr,eNimZkyc
dlt645_2007_rx_buffer_print,pmBjSvnl
dlt645_2007_set_meter_addr,TOAoXZCo
dlt645_2007_timer300ms_handle,lFdGnQWP
dlt645_2007_tx_buffer_send,hbMgeAsJ
down_flash_bin,xUsdBscD
dwin1Device2GunPageHandle,wTFSgDpM
dwinComData,KrTsKDxt
dwinDeviceData,cIlqwKmn
dwinFifo,vDCFHgFn
dwinLedDevice,kHeEsYbx
dwin_1device_2gun_all_page_handle,eybFQNNq
dwin_1device_2gun_jump_page,cLYdZGJL
dwin_1device_2gun_page_size,DGXclijG
dwin_1device_2gun_recv_data_string,BBWHjbPm
dwin_1device_2gun_switch_get,EkZpducE
dwin_1device_2gun_switch_mark,yPIUrKmq
dwin_all_page_handle,NUDDZcfp
dwin_application_handle,fywlDLkU
dwin_application_init,AGSlISeD
dwin_channel_change_init,tDAripTh
dwin_cutScreenAuto,qUgPrXfc
dwin_cutScreenHand,jUFPOmYB
dwin_cutScreenHandOther,ZJuEeNiG
dwin_cutScreenInit,bdSZJBxM
dwin_device_init,cVzsaWaO
dwin_device_open_led,sWLslhZY
dwin_frame_init,lhhCSPpo
dwin_frame_parse,DnoZXtsU
dwin_frame_txbuffer_send,tEDLdyYt
dwin_get_cur_pagenum,oMoyaTst
dwin_handle,naGRljed
dwin_page101,jxBnmnCo
dwin_page102,oiufxPSU
dwin_page176,nGmsMVjz
dwin_page177,PPIMXgVL
dwin_page178,BUnnAMTU
dwin_page179,nHANrGaw
dwin_page180,mnPyBTku
dwin_page181,PizEsIPM
dwin_page41,quHVBnoI
dwin_page42,xUypOmrt
dwin_page43,qtCNIESF
dwin_page49,pqLLjNHr
dwin_page50,tHfFTRpk
dwin_page51,CAFYWnjJ
dwin_page52,NtcTzeXh
dwin_page53,caKgRMJK
dwin_page54,zjvgkbxw
dwin_page55,LHWIQYiJ
dwin_page56,CDrRGUIv
dwin_page57,IjQELwma
dwin_page58,AFbYdZrr
dwin_page59,UDPbklhM
dwin_page60,cdWPRKSj
dwin_page61,gdvPnnLN
dwin_page62,stBRLzbl
dwin_page64,lExfzoCP
dwin_page66,QtGACnnR
dwin_page67,sdHosOWT
dwin_page68,kzdZcLIb
dwin_page90,VlPYQdkJ
dwin_page93,FrOApPrI
dwin_page99,vYjqaWJs
dwin_page99_handle,WrJNuIUD
dwin_pageNum,HOudStGT
dwin_page_handle_fuc,RLOfsqzA
dwin_page_handle_logic,lgYznwbF
dwin_rcv_data_adrr_zero_deal,lctxsOrV
dwin_read_cmd_register,mDBfzmJm
dwin_record_init,PYYYFJyx
dwin_rx_control_handle,fkToOfYe
dwin_rx_data_handle,WrXDsPeS
dwin_rxdata_handle,CEarkJDM
dwin_send_new_page_cmd,FXYFxdVF
dwin_set_cur_pagenum,ushreATc
dwin_write_cmd_register,GfJpPOwq
dwin_write_cmd_register_string,tWYmhqZh
dwin_write_data,kxpMuXmP
dwin_write_data_string,RisUAYig
dwin_write_data_string_end,tHNRvlNS
emergy,YLSPPwKn
endSoc,UaakDDeb
endStateTimeCnt,PNHpLAJq
endflag,gcIRrQyt
energy,NLawADTc
energyPower,XKLwQuUA
energyPower_1000x,kZOqbqsD
energy_now,VLLZXOUp
energy_start,seKSskqw
enterAdministratorCount,JLHmhqvg
eqtype,ruSfuYys
erase_cycle_check,ynznvnzy
erase_day,KgxCFXUK
erase_ok,ZFuqRwOr
erase_total,ppVvRBSy
event_toal_bak,aSRPYVsi
event_total,BDcZoGcj
eventrecordpage,PRUehPAS
eventrecordpage_total,ughtEFCg
expiresTime,LaHlhsrA
externStopCause,hUXreLOb
extern_ID,rIedLzVJ
f32Curr,ZBwgULOE
f32Data,WZgDFOta
fAlarmAbak,hXdPJUJX
fAlarmBbak,zhehxLKx
f_close,QnHrDUtC
f_lseek,JVQqrzXJ
f_mkdir,WWWppBRC
f_mount,aWCUsYQr
f_open,PwsBPCaq
f_read,ceUVsMja
f_size,kLCUDZNr
f_sync,FwLgRDhq
f_unlink,gBgsyBDG
f_write,fKAdJbBV
failcnt,lAwaQElW
fanCount,LCgtqlxT
fan_rly,XRGpkphv
fan_task_handle,LEagSQhE
fat_time,TaSAmBbH
fen_bak_cnt,TXswfJGb
fentiAlarmA,pYKvdWNc
fentiAlarmB,bvjkhxsp
fentiAlarmC,OtUnTOIh
fentiAlarmD,gflGTvXL
fentiAlarmE,pmovRJET
fentiAlarmF,JOxyVbHE
fentiAlarmG,LqpZnYAn
fentiAlarmH,DxhwxMlM
fifoLen,ZSlEEBaj
fifo_data_length,jxbRLpVL
fifo_free_len,xskKjHuw
fifo_in,qoSLtVwa
fifo_in_forcibly,BwYpVXdo
fifo_init,hGTkVjXN
fifo_out,sIodWxeA
fifo_out_sync,zjefuNhN
fifo_out_sync_all,VlHdBIcg
fifo_reset,oMGhkhlf
fifo_try,xqHVrwZy
fifo_try_len,LsmNhetO
fifo_untried_len,UMlvXjUT
fileMount,MBYnFJUS
fileOpentoEnd,qOymWgCf
filesize,DqwYyqcE
fix_bcd_code,exPyvqlY
flashIap,IKdOJsbs
flash_init,meeNHDus
flash_main,eQjFkzkw
frameData,EdhDWAyS
frame_gb_pf_to_index,gbEjHvjT
frame_id_to_index,XBdfiDmq
frame_id_to_index_gb,EsIVHNyR
frame_id_to_index_pt,VkDFxOcB
frame_pt_pf_to_index,OPCCyfgB
freertos_running,jGOlAYlJ
function,bSNbdaWA
g_uCur1msTime,xiUXZiml
g_uCur1sTime,xsNDgzvm
g_uSys1sEventCount,xOCecNin
g_ucString,QNgxJvPx
gbVersion,hMXuxREr
getBmsDeviceHandle,MukBPaaO
getBmsFrameDataHandle,fixuvMKl
getModMegg,FPftbVOE
getParam,SKYbfqWd
getParam_default,RomCQJMp
getParam_name,ECAaQZvs
getParamsPosi,XQoRSTgm
get_DcCont_State,erOEXBMf
get_In_IO,tOeMOgOC
get_Out_IO,FFAGdvjI
get_accont_statue,rsSZVhcZ
get_alarm_fast_response,OrZgeYTP
get_alarm_level,aHfpRLzB
get_alarm_statue,lYrxpJcR
get_alarm_stopcause_tips,lDQsvPqz
get_alarm_stoplevel,YRhypskc
get_bms_can_frame,sRYADwMF
get_bms_can_frame_exit_flag,iZmPzrXD
get_bms_stop_cause,hIgqOAER
get_canheadler_bms_can_frame,IyQzKexQ
get_charge_record,ODGcDWnF
get_charge_record_index,YbBRzbgE
get_charge_record_num,BpThHkHQ
get_charge_record_upload_num,HBiDjoan
get_charge_state,iPJlQqKn
get_charge_state_tip,RBPlgWbE
get_charger_stopcause,CKEddEfC
get_check_record,kwziGwGS
get_cur_pagenum,nGlmWIUh
get_current_ms_count,QkBuAOZW
get_curtimer_ms,WUtrYZOG
get_curtimer_val,NYcOySlZ
get_data_form_string,ENseVoAM
get_dlt645_2007_di_cmd,TmJnoVIQ
get_dlt645_2007_rx_di_cmd,ycqjGlqF
get_dlt645_2007_tx_di_cmd,kEDrwgNV
get_dlt645_active_energy,LEFnFvRn
get_dlt645_active_energy_wsd,suvikxsM
get_dlt645_current,eRxEzfng
get_dlt645_data,LqBZzYwR
get_dlt645_data_uint32,ssOqeWvp
get_dlt645_data_uint64,Zvwvsjza
get_dlt645_tx_buffer_packet,bwYbyzOc
get_dlt645_volatge,DMpiODwu
get_dwin_data,tYPkFWnS
get_dwin_info,YPBNLSdC
get_dwin_string,WLQDePnr
get_insdet_state,lQbfQkAR
get_modnum_charging,YnFLqeBA
get_page_jump,LqHwCxBc
get_poweron_times,QhZjhAyE
get_stopcause_code_fromTCU,MybUeLEt
get_string_form_string,TPQJeEpQ
get_sys_bit,cfneAXMw
get_sys_data,bKxjmaZV
get_sys_string,ybWJzPnZ
get_tcu_stopcause_code,XhGYdxKL
get_time_RTC,jGZqKPZi
get_time_buffer,oZJtLihv
get_time_buffer_cp56time2a,sDzbzWrk
get_time_format_bcd,ieeAiNjd
get_time_string,slrubzQv
get_time_string_date_hms_ms,aUdrgaQr
get_time_string_hms,difAnJbM
get_time_string_second,IDYdxnTq
get_txdwin_packet_buffer,pvfWHPyA
get_txdwin_packet_len,RKiBqicS
get_usbapp_percent,LDnlCXZn
get_usbapp_state,iLGUTJmI
get_w25qxx_flash_id,aJDtWbri
getover,xbeggRPE
getovercnt,sYmPjmKQ
getposi,XPztEQEc
gh2_data,uTDtogYb
ghdebug,ojuOgCDp
gpio_bit_reset,HtXqHjSC
gpio_bit_set,CXyrnVIV
gpio_init,QyTGnnAk
gpio_input_bit_get,klywgAht
gun_lock_off,MEXmrxCO
gun_lock_on,ShVwAGBS
gun_main,rMZckrDL
gun_temp_derate,vdTMODjT
gunlock,ZwjqWWTw
gunlock_1,bmpGznXo
gunlock_2,muubItAW
gunlock_c,zzCpmGXf
gunlock_limit,PwLPZlmP
gunlock_type0,VFvybtxp
gunlock_type2,nmGIcljo
gunopencnt,YiknmgSZ
guntemp,VlSvCQJI
gunvol,YovoihQr
hand_ok,mUMbqgyg
hardware_can_init,sbjVNVcW
hardware_check_msg_deal,DkILhlUV
hardware_check_process,RypWeftj
hardware_process_set,DrkkHAyq
hardware_state_get,GjKKwgKy
havemod,gOaIuwDQ
head_group,mDlbnIZO
header,rWEhGFbo
heartbeatTimer,qCutslXI
heartcnt,YVJSqQZF
hex_to_string,SdJiWzQH
hexstring_to_assicstring,zUpRUxUS
hz_10x,IRMntFSQ
i16BcsCurrent,pwInXhdm
i16BcsVoltage,demiBPJV
i16stopmegg1,wQxfXiCy
i16stopmegg2,dnWcSXRf
i16stopmegg3,TcTziNTT
i16stopmegg4,iOvBHspg
i16stopmegg5,tzdWtknw
i16stopmegg6,ZRKQLurL
i16stopmegg7,ueHerzph
i16stopmegg8,NYZXSuIb
i32ValueMax,LMcZLpgL
i32ValueMin,kNnAVESA
iAGun_ScalModVdcCali,vQZOCfda
iAGun_ScalModVdcZero,hCNZncil
iAGun_ScalSysPortVdcCali,kFsWLowB
iAGun_ScalSysPortVdcZero,WtPYvUQM
iAcAVolt_10x,lBHDnXcN
iAcBVolt_10x,SOmBACZl
iAcCVolt_10x,ssxxdKQf
iChGunTempMax_10x,NJdnEhyx
iChGunTempN_10x,xmJIQSke
iChGunTempP_10x,CuvGWyrY
iChIdcRef,dRmdHlcf
iChVdcRef,hCnvTAmL
iCurr_Demand_10x,NqyQJPEx
iCurr_Demand_Parr_10x,GjLDulpK
iDcVoltDown,pIkoXoQg
iGunLockNeg12VCnt,ciBSZVuN
iGunLockNeg12VTime,iNrrcRrf
iGunLockPos12VCnt,WshEiJci
iGunLockPos12VTime,UrQZZaRN
iGunlock_cnt,zhRlybUg
iInletTemp_10x,AhtNXSCo
iInletTemp_10x_waterCold,PHoeZzrf
iLevel,jWxCqRhF
iMeterE_1000x,AVZbTgQE
iModOnCmdNum,sVboUsyj
iModVolt_10x,WChAwcmj
iModuleOnCmdMax,GkgtQkCF
iOutletTemp_10x,CvfzbiBq
iOutletTemp_10x_waterCold,PenaFIXx
iSysCurr_10x,OomwRJcS
iSysCurr_Parr_10x,ABqVvWex
iSysVolt_10x,EfzsOzfP
iTemp2,FgrLdvqF
iTempData,eSuzZdrS
iTempLen,pCWBHkZg
iVdcLimit,IbkVxgdZ
iVoltModData,cbaBRzNg
iVoltPortData,gygogsQn
iVolt_Demand_10x,VYvdBUCZ
i_Gun_total,sFzdxmIU
i_demand,TDvRfjca
i_demand_10x,NUQddjaz
i_demand_bak,jzNKmIvk
i_demand_mod,UyLLacQY
i_limit,WNNNJkgS
i_limit_pre,xXmrnxNq
i_local,PNCXKXTE
i_modmax,bduaKoPm
ican_cnt,qPtptNqS
initCrc,IBgSPyHL
initFlag,QuvVdyYa
input_mod_update,fTptzXIM
ins1cnt,lMpRpFsw
ins2cnt,pdKzpAxv
ins_n0,xbySjhDW
ins_n1,sKBpAlYN
ins_p0,bsWIFaFQ
ins_p1,unZdABaf
ins_r_n,MGuuTSVJ
ins_r_n_a,kuokyzVe
ins_r_p,rdNFuiCi
ins_r_p_a,SIuJPCrD
ins_v_a,utRxaAhM
ins_v_mod,TrZHGpNm
ins_v_n0,hvCVuMtE
ins_v_n0_a,nmELdbdn
ins_v_n1,AMgIOpAg
ins_v_n1_a,GLKstdHd
ins_v_p0,FHJbfmuo
ins_v_p0_a,gulLcZSn
ins_v_p1,DxiyqrOk
ins_v_p1_a,VIxGZMaW
insdet,fvaOztis
